code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,if (...) NULL,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
SAEDKJK,PALENTE BESANCON HANDBALL,SECK cheikh,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J1,28,37,rencontre_D2F_1_2223_354.pdf,14,17,17,R,-1,-1,0,1,1,F,1,1,D2,2223,0,0,0,0
SAEDKJL,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J1,29,18,rencontre_D2F_1_2223_355.pdf,13,11,11,R,1,1,1,1,1,F,1,1,D2,2223,0,0,0,0
SAEDKJM,SAMBRE AVESNOIS HANDBALL,PETIT clement,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,J1,26,20,rencontre_D2F_1_2223_356.pdf,16,13,13,R,1,1,1,1,1,F,1,1,D2,2223,0,0,0,0
SAEDKJQ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J2,28,30,rencontre_D2F_1_2223_360.pdf,13,15,15,R,-1,-1,0,1,1,F,1,1,D2,2223,3,3,0,0
SAEDKJS,NOISY LE GRAND HANDBALL,GHERRAM farid,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J2,27,29,rencontre_D2F_1_2223_362.pdf,15,14,14,R,1,-1,0,1,1,F,1,1,D2,2223,3,1,2,1.63010205337044
SAEDKJT,ACHENHEIM TRUCHTERSHEIM,BASNY jan,SAMBRE AVESNOIS HANDBALL,PETIT clement,J2,29,28,rencontre_D2F_1_2223_363.pdf,12,12,12,R,0,1,1,0,1,F,1,1,D2,2223,3,3,0,0
SAEDKJU,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J2,29,32,rencontre_D2F_1_2223_364.pdf,13,15,15,R,-1,-1,0,1,1,F,1,1,D2,2223,1,3,-2,-1.37931712208268
SAEDKJX,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J3,23,24,rencontre_D2F_1_2223_367.pdf,14,11,11,R,1,-1,0,1,1,F,1,1,D2,2223,6,4,2,0.806871530459878
SAEDKKB,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,LOMME LILLE METROPOLE HB,WORM laurent,J3,31,29,rencontre_D2F_1_2223_371.pdf,15,14,14,R,1,1,1,1,1,F,1,0,D2,2223,4,1,3,1.29099444873581
SAEDKKC,HAVRE ATHLETIC CLUB HB,PELLAN stephane,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J4,22,23,rencontre_D2F_1_2223_372.pdf,12,11,11,R,1,-1,0,1,1,F,1,1,D2,2223,7,5,2,0.798282470032246
SAEDKKF,LOMME LILLE METROPOLE HB,WORM laurent,SAMBRE AVESNOIS HANDBALL,PETIT clement,J4,27,29,rencontre_D2F_1_2223_375.pdf,16,14,14,R,1,-1,0,1,1,F,1,0,D2,2223,2,5,-3,-1.04390784542678
SAEDKKH,ACHENHEIM TRUCHTERSHEIM,BASNY jan,PALENTE BESANCON HANDBALL,SECK cheikh,J4,30,25,rencontre_D2F_1_2223_377.pdf,17,14,14,R,1,1,1,0,1,F,1,1,D2,2223,7,3,4,1.53515859621586
SAEDKKI,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J4,27,29,rencontre_D2F_1_2223_378.pdf,16,16,16,R,0,-1,0,1,1,F,1,1,D2,2223,5,7,-2,-0.675469782334978
SAEDKKK,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,J5,20,21,rencontre_D2F_1_2223_380.pdf,12,9,9,R,1,-1,0,1,1,F,1,1,D2,2223,8,6,2,0.287777231534477
SAEDKKM,PALENTE BESANCON HANDBALL,SECK cheikh,NOISY LE GRAND HANDBALL,GHERRAM farid,J5,28,24,rencontre_D2F_1_2223_382.pdf,11,14,14,R,-1,1,1,1,1,F,1,1,D2,2223,4,8,-4,-1.00722031037067
SAEDKKN,STELLA SAINT-MAUR HANDBALL,SAMSON remi,LOMME LILLE METROPOLE HB,WORM laurent,J5,33,23,rencontre_D2F_1_2223_383.pdf,11,10,10,R,1,1,1,1,1,F,1,1,D2,2223,12,3,9,1.79860769709048
SAEDKKQ,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,SAMBRE AVESNOIS HANDBALL,PETIT clement,J6,18,24,rencontre_D2F_1_2223_386.pdf,11,11,11,R,0,-1,0,1,1,F,1,1,D2,2223,8,8,0,0
SAEDKKS,LOMME LILLE METROPOLE HB,WORM laurent,PALENTE BESANCON HANDBALL,SECK cheikh,J6,29,23,rencontre_D2F_1_2223_388.pdf,12,14,14,R,-1,1,1,1,1,F,1,1,D2,2223,4,7,-3,-1.23574785374575
SAEDKKV,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J6,24,29,rencontre_D2F_1_2223_391.pdf,15,14,14,R,1,-1,0,1,1,F,1,1,D2,2223,9,9,0,0
SAEDKKW,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,ASUL VAULX EN VELIN,MODENEL sebastien,J6,27,20,rencontre_D2F_1_2223_392.pdf,12,9,9,R,1,1,1,1,1,F,1,1,D2,2223,10,8,2,0.715432967958065
SAEDKKX,ASUL VAULX EN VELIN,MODENEL sebastien,TOULOUSE FEMININ HANDBALL,SEUTCHIE ludovic,J7,22,30,rencontre_D2F_1_2223_393.pdf,10,13,13,R,-1,-1,0,1,1,F,1,1,D2,2223,9,10,-1,-0.322748612183951
SAEDKKZ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,NOISY LE GRAND HANDBALL,GHERRAM farid,J7,22,25,rencontre_D2F_1_2223_395.pdf,12,9,9,R,1,-1,0,1,1,F,1,1,D2,2223,10,12,-2,-0.564810071321915
SAEDKLE,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,PALENTE BESANCON HANDBALL,SECK cheikh,J8,28,27,rencontre_D2F_1_2223_400.pdf,13,14,14,R,-1,1,1,1,1,F,1,1,D2,2223,10,8,2,0.212583189449993
SAEDKLG,LOMME LILLE METROPOLE HB,WORM laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J8,29,28,rencontre_D2F_1_2223_402.pdf,13,15,15,R,-1,1,1,0,0,F,0,1,D2,2223,8,11,-3,-1.06291594724997
SAEDKLH,NOISY LE GRAND HANDBALL,GHERRAM farid,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J8,20,21,rencontre_D2F_1_2223_403.pdf,12,11,11,R,1,-1,0,1,1,F,1,1,D2,2223,15,13,2,0.212583189449993
SAEDKLK,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J8,21,27,rencontre_D2F_1_2223_406.pdf,9,12,12,R,-1,-1,0,1,1,F,0,1,D2,2223,14,18,-4,-1.31801577458996
SAEDKLL,ASUL VAULX EN VELIN,MODENEL sebastien,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J9,27,33,rencontre_D2F_1_2223_407.pdf,15,14,14,R,1,-1,0,1,1,F,1,1,D2,2223,11,22,-11,-1.5465841843763
SAEDKLP,PALENTE BESANCON HANDBALL,SECK cheikh,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J9,27,22,rencontre_D2F_1_2223_411.pdf,12,12,12,R,0,1,1,1,1,F,1,1,D2,2223,9,15,-6,-0.746626847629939
SAEDKLU,LOMME LILLE METROPOLE HB,WORM laurent,TOULOUSE FEMININ HANDBALL,VEDEL fabien,J10,31,29,rencontre_D2F_1_2223_416.pdf,12,13,13,R,-1,1,1,1,1,F,1,1,D2,2223,14,15,-1,-0.559731393381301
SAEDKMA,HAVRE ATHLETIC CLUB HB,PELLAN stephane,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J11,29,28,rencontre_D2F_1_2223_422.pdf,13,13,13,R,0,1,1,1,1,F,1,1,D2,2223,17,19,-2,0.227085131097737
SAEDKMB,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J11,27,33,rencontre_D2F_1_2223_423.pdf,17,16,16,R,1,-1,0,1,1,F,1,1,D2,2223,13,19,-6,-0.317919183536832
SAEDKMD,PALENTE BESANCON HANDBALL,SECK cheikh,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J11,21,29,rencontre_D2F_1_2223_425.pdf,10,10,10,R,0,-1,0,1,1,F,1,1,D2,2223,15,27,-12,-1.13542565548869
SAEDKME,ACHENHEIM TRUCHTERSHEIM,BASNY jan,LOMME LILLE METROPOLE HB,WORM laurent,J11,37,24,rencontre_D2F_1_2223_426.pdf,13,10,10,R,1,1,1,1,1,F,1,1,D2,2223,26,17,9,1.7258469963428
SAEDKMI,LOMME LILLE METROPOLE HB,WORM laurent,NOISY LE GRAND HANDBALL,GHERRAM farid,J12,25,34,rencontre_D2F_1_2223_430.pdf,13,14,14,R,-1,-1,0,0,0,F,1,1,D2,2223,18,24,-6,-1.53505598166345
SAEDKMK,STELLA SAINT-MAUR HANDBALL,SAMSON remi,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J12,30,23,rencontre_D2F_1_2223_432.pdf,13,14,14,R,-1,1,1,1,1,F,1,1,D2,2223,30,18,12,1.37347114148835
SAEDKML,SAMBRE AVESNOIS HANDBALL,PETIT clement,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J12,27,31,rencontre_D2F_1_2223_433.pdf,14,16,16,R,-1,-1,0,1,1,F,1,1,D2,2223,22,14,8,0.727131780787949
SAEDKMN,ASUL VAULX EN VELIN,MODENEL sebastien,LOMME LILLE METROPOLE HB,WORM laurent,J13,29,34,rencontre_D2F_1_2223_435.pdf,15,18,18,R,-1,-1,0,1,1,F,1,0,D2,2223,18,19,-1,0.277489066899855
SAEDKMQ,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,PALENTE BESANCON HANDBALL,SECK cheikh,J13,33,27,rencontre_D2F_1_2223_438.pdf,18,15,15,R,1,1,1,1,1,F,1,1,D2,2223,19,17,2,0.661704697991961
SAEDKMS,ACHENHEIM TRUCHTERSHEIM,BASNY jan,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J13,22,20,rencontre_D2F_1_2223_440.pdf,8,10,10,R,-1,1,1,1,1,F,1,1,D2,2223,29,23,6,1.17399220611477
SAEDKMU,ASUL VAULX EN VELIN,MODENEL sebastien,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J14,34,36,rencontre_D2F_1_2223_442.pdf,19,17,17,R,1,-1,0,1,1,F,1,1,D2,2223,19,22,-3,-0.0475866867266801
SAEDKMV,HAVRE ATHLETIC CLUB HB,PELLAN stephane,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J14,20,21,rencontre_D2F_1_2223_443.pdf,9,11,11,R,-1,-1,0,0,1,F,1,1,D2,2223,22,36,-14,-1.61794734870712
SAEDKMZ,ACHENHEIM TRUCHTERSHEIM,BASNY jan,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J14,26,32,rencontre_D2F_1_2223_447.pdf,16,15,15,R,1,-1,0,1,1,F,0,1,D2,2223,32,27,5,1.09449379471364
SAEDKNA,TOULOUSE FEMININ HANDBALL,VEDEL fabien,SAMBRE AVESNOIS HANDBALL,PETIT clement,J14,23,27,rencontre_D2F_1_2223_448.pdf,12,12,12,R,0,-1,0,1,1,F,1,1,D2,2223,19,26,-7,-0.618626927446841
SAEDKNE,PALENTE BESANCON HANDBALL,SECK cheikh,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J15,26,27,rencontre_D2F_1_2223_452.pdf,13,13,13,R,0,-1,0,1,1,F,0,1,D2,2223,19,23,-4,-0.820412654142367
SAEDKNG,SAMBRE AVESNOIS HANDBALL,PETIT clement,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J15,29,26,rencontre_D2F_1_2223_454.pdf,15,12,12,R,1,1,1,1,1,F,1,1,D2,2223,29,33,-4,-0.820412654142367
SAEDKNI,HAVRE ATHLETIC CLUB HB,PELLAN stephane,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J16,27,24,rencontre_D2F_1_2223_456.pdf,15,14,14,R,1,1,1,1,1,F,1,1,D2,2223,26,28,-2,0.204124145231932
SAEDKNJ,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,ASUL VAULX EN VELIN,MODENEL sebastien,J16,26,22,rencontre_D2F_1_2223_457.pdf,16,13,13,R,1,1,1,1,1,F,1,1,D2,2223,22,20,2,1.02062072615966
SAEDKNM,NOISY LE GRAND HANDBALL,GHERRAM farid,SAMBRE AVESNOIS HANDBALL,PETIT clement,J16,28,27,rencontre_D2F_1_2223_460.pdf,13,14,14,R,-1,1,1,1,1,F,1,0,D2,2223,31,32,-1,0.408248290463863
SAEDKNN,ACHENHEIM TRUCHTERSHEIM,BASNY jan,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J16,28,25,rencontre_D2F_1_2223_461.pdf,13,15,15,R,-1,1,1,0,1,F,1,1,D2,2223,34,42,-8,-1.02062072615966
SAEDKNO,TOULOUSE FEMININ HANDBALL,VEDEL fabien,PALENTE BESANCON HANDBALL,SECK cheikh,J16,30,28,rencontre_D2F_1_2223_462.pdf,13,14,14,R,-1,1,1,1,1,F,0,1,D2,2223,21,20,1,0.816496580927726
SAEDKNQ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,NOISY LE GRAND HANDBALL,GHERRAM farid,J17,29,31,rencontre_D2F_1_2223_464.pdf,13,14,14,R,-1,-1,0,0,0,F,1,1,D2,2223,29,34,-5,-0.021631040838479
SAEDKNU,STELLA SAINT-MAUR HANDBALL,SAMSON remi,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J17,32,33,rencontre_D2F_1_2223_468.pdf,15,17,17,R,-1,-1,0,1,1,F,1,1,D2,2223,43,36,7,1.535803899532
SAEDKNY,LOMME LILLE METROPOLE HB,WORM laurent,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J18,26,33,rencontre_D2F_1_2223_472.pdf,17,15,15,R,1,-1,0,1,1,F,1,1,D2,2223,26,30,-4,-0.897033689775234
SAEDKOB,SAMBRE AVESNOIS HANDBALL,PETIT clement,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J18,24,25,rencontre_D2F_1_2223_475.pdf,10,12,12,R,-1,-1,0,0,0,F,1,1,D2,2223,36,44,-8,-1.26192875002279
SAEDKOC,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,PALENTE BESANCON HANDBALL,SECK cheikh,J18,36,34,rencontre_D2F_1_2223_476.pdf,18,16,16,R,1,1,1,1,1,F,1,1,D2,2223,39,23,16,0.92744161146253
SAEDKOD,ASUL VAULX EN VELIN,MODENEL sebastien,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J19,27,27,rencontre_D2F_1_2223_477.pdf,13,12,12,R,1,0,0,1,1,F,0,1,D2,2223,23,42,-19,-1.03114666549486
SAEDKOE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,J19,23,25,rencontre_D2F_1_2223_478.pdf,11,12,12,R,-1,-1,0,1,1,F,1,1,D2,2223,33,26,7,1.45124345514091
SAEDKOF,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J19,24,25,rencontre_D2F_1_2223_479.pdf,13,12,12,R,1,-1,0,1,1,F,1,0,D2,2223,27,43,-16,-0.744717036190732
SAEDKOK,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J20,23,24,rencontre_D2F_1_2223_484.pdf,7,10,10,R,-1,-1,0,0,0,F,1,1,D2,2223,34,47,-13,-1.65414053348638
SAEDKOM,LOMME LILLE METROPOLE HB,WORM laurent,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J20,32,28,rencontre_D2F_1_2223_486.pdf,18,16,16,R,1,1,1,1,1,F,1,1,D2,2223,30,31,-1,-0.451129236405377
SAEDKON,NOISY LE GRAND HANDBALL,GHERRAM farid,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J20,28,25,rencontre_D2F_1_2223_487.pdf,17,16,16,R,1,1,1,1,1,F,1,1,D2,2223,43,28,15,1.1528858263693
SAEDKOO,ACHENHEIM TRUCHTERSHEIM,BASNY jan,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J20,40,29,rencontre_D2F_1_2223_488.pdf,16,14,14,R,1,1,1,0,0,F,1,1,D2,2223,46,34,12,0.852133002099045
SAEDKOP,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J20,32,30,rencontre_D2F_1_2223_489.pdf,1,3,3,R,-1,1,1,0,1,F,1,1,D2,2223,29,25,4,0.0501254707117086
SAEDKOQ,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,SAMBRE AVESNOIS HANDBALL,PETIT clement,J20,35,31,rencontre_D2F_1_2223_490.pdf,18,17,17,R,1,1,1,1,1,F,1,1,D2,2223,44,40,4,0.0501254707117086
SAEDKOR,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ACHENHEIM TRUCHTERSHEIM,BASNY jan,J21,25,26,rencontre_D2F_1_2223_491.pdf,13,11,11,R,1,-1,0,1,0,F,1,1,D2,2223,35,49,-14,-1.41892701636154
SAEDKOT,LOMME LILLE METROPOLE HB,WORM laurent,ASUL VAULX EN VELIN,MODENEL sebastien,J21,37,25,rencontre_D2F_1_2223_493.pdf,14,13,13,R,1,1,1,0,1,F,1,0,D2,2223,33,26,7,0.177365877045192
SAEDKOZ,HAVRE ATHLETIC CLUB HB,PELLAN stephane,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J22,27,24,rencontre_D2F_1_2223_499.pdf,11,10,10,R,1,1,1,1,1,F,1,1,D2,2223,36,48,-12,-0.516719712128055
SAEDKPA,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,SAMBRE AVESNOIS HANDBALL,PETIT clement,J22,26,28,rencontre_D2F_1_2223_500.pdf,13,11,11,R,1,-1,0,1,1,F,1,1,D2,2223,30,44,-14,-0.699091375232074
SAEDKPB,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J22,20,23,rencontre_D2F_1_2223_501.pdf,13,10,10,R,1,-1,0,0,0,F,1,1,D2,2223,33,53,-20,-1.24620636454413
SAEDKPC,NOISY LE GRAND HANDBALL,GHERRAM farid,LOMME LILLE METROPOLE HB,WORM laurent,J22,31,29,rencontre_D2F_1_2223_502.pdf,15,15,15,R,0,1,1,1,1,F,1,0,D2,2223,46,36,10,1.48936858201616
SAEDKPE,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J22,26,22,rencontre_D2F_1_2223_504.pdf,9,9,9,R,0,1,1,1,1,F,1,1,D2,2223,35,36,-1,0.486324434944052
SAEDKPF,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J23,23,19,rencontre_D2F_1_2223_505.pdf,11,10,10,R,1,1,1,1,1,F,1,0,D2,2223,37,39,-2,-0.770752493308062
SAEDKPI,NOISY LE GRAND HANDBALL,GHERRAM farid,ASUL VAULX EN VELIN,MODENEL sebastien,J23,25,28,rencontre_D2F_1_2223_508.pdf,13,14,14,R,-1,-1,0,1,1,F,1,0,D2,2223,49,30,19,0.578064369981046
SAEDKPK,SAMBRE AVESNOIS HANDBALL,PETIT clement,CLUB ATHLETIQUE BEGLAIS,VASSEUR julien,J23,25,28,rencontre_D2F_1_2223_510.pdf,11,11,11,R,0,-1,0,1,1,F,1,0,D2,2223,47,34,13,0.192688123327015
SAEDKPM,ASUL VAULX EN VELIN,MODENEL sebastien,STELLA SAINT-MAUR HANDBALL,SAMSON remi,J24,27,30,rencontre_D2F_1_2223_512.pdf,13,14,14,R,-1,-1,0,0,0,F,1,0,D2,2223,33,59,-26,-1.35003972561035
SAEDKPO,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J24,26,27,rencontre_D2F_1_2223_514.pdf,13,12,12,R,1,-1,0,1,1,F,1,1,D2,2223,32,40,-8,0.201069746367499
SAEDKPQ,PALENTE BESANCON HANDBALL,SECK cheikh,SAMBRE AVESNOIS HANDBALL,PETIT clement,J24,25,29,rencontre_D2F_1_2223_516.pdf,13,12,12,R,1,-1,0,1,1,F,1,1,D2,2223,30,48,-18,-0.66065773806464
SAEDKPR,ACHENHEIM TRUCHTERSHEIM,BASNY jan,NOISY LE GRAND HANDBALL,GHERRAM farid,J24,32,29,rencontre_D2F_1_2223_517.pdf,17,14,14,R,1,1,1,1,1,F,1,0,D2,2223,55,50,5,1.32131547612928
SAEDKPS,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,LOMME LILLE METROPOLE HB,SANZ aurore,J24,26,24,rencontre_D2F_1_2223_518.pdf,12,15,15,R,-1,1,1,1,1,F,1,1,D2,2223,38,38,0,0
SAEDKPT,ASUL VAULX EN VELIN,MODENEL sebastien,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J25,32,28,rencontre_D2F_1_2223_519.pdf,17,17,17,R,0,1,1,1,1,F,1,1,D2,2223,34,43,-9,-0.379265250570181
SAEDKPU,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,HAVRE ATHLETIC CLUB HB,PELLAN stephane,J25,25,25,rencontre_D2F_1_2223_520.pdf,13,12,12,R,1,0,0,1,1,F,1,1,D2,2223,33,40,-7,-0.241350613999206
SAEDKPY,SAMBRE AVESNOIS HANDBALL,PETIT clement,LOMME LILLE METROPOLE HB,SANZ aurore,J25,24,23,rencontre_D2F_1_2223_524.pdf,11,12,12,R,-1,1,1,1,1,F,1,1,D2,2223,51,39,12,1.06883843342505
SAEDKQA,HAVRE ATHLETIC CLUB HB,PELLAN stephane,ASUL VAULX EN VELIN,MODENEL sebastien,J26,38,30,rencontre_D2F_1_2223_526.pdf,17,15,15,R,1,1,1,1,1,F,1,1,D2,2223,45,38,7,0.246169740263152
SAEDKQB,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,HANDBALL CLERMONT AUVERGNE METROPOLE,SAUVAL florence,J26,27,28,rencontre_D2F_1_2223_527.pdf,13,14,14,R,-1,-1,0,1,1,F,1,1,D2,2223,45,56,-11,-0.776381488522249
SAEDKQE,NOISY LE GRAND HANDBALL,GHERRAM farid,PALENTE BESANCON HANDBALL,SECK cheikh,J26,29,33,rencontre_D2F_1_2223_530.pdf,14,16,16,R,-1,-1,0,1,1,F,1,1,D2,2223,55,36,19,0.927870559453419
SAEDKQG,TOULOUSE FEMININ HANDBALL,PUIGSEGUR laurent,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J26,20,23,rencontre_D2F_1_2223_532.pdf,13,11,11,R,1,-1,0,1,1,F,1,1,D2,2223,44,38,6,0.189361338663963
SAEDYUR,ES BESANCON FEMININ,MIZOULE sebastien,BREST BRETAGNE HANDBALL,MOREL pablo,J6,24,27,rencontre_D1F_2223_3005.pdf,12,12,12,R,0,-1,0,1,1,F,1,1,D1,2223,10,15,-5,-1.66383940989535
SAEDZFO,TREMBLAY HANDBALL,HAMANI cherif,BORDEAUX HANDBALL,PEYRABOUT benoit,J1,23,24,rencontre_D2H_2223_362.pdf,10,9,9,R,1,-1,0,1,1,H,1,1,D2,2223,0,0,0,0
SAEDZFQ,FRONTIGNAN THAU HANDBALL,MARCOS asier,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J1,33,23,rencontre_D2H_2223_364.pdf,12,12,12,R,0,1,1,0,1,H,1,1,D2,2223,0,0,0,0
SAEDZFR,VALENCE HANDBALL,BENKAHLA aziz,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J1,30,34,rencontre_D2H_2223_365.pdf,13,12,12,R,1,-1,0,1,1,H,1,1,D2,2223,0,0,0,0
SAEDZFS,CAEN HANDBALL,BEDOS roch,SARAN LOIRET HB,COURTIAL fabien,J1,28,26,rencontre_D2H_2223_366.pdf,14,12,12,R,1,1,1,1,0,H,1,1,D2,2223,0,NA,NA,NA
SAEDZFU,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,BESANCON HANDBALL,GUILLAUME benoit,J1,35,34,rencontre_D2H_2223_368.pdf,16,17,17,R,-1,1,1,1,1,H,1,1,D2,2223,0,0,0,0
SAEDZFZ,SARAN LOIRET HB,COURTIAL fabien,NANCY METROPOLE,SYLLA yerime,J2,30,24,rencontre_D2H_2223_373.pdf,14,12,12,R,1,1,1,1,1,H,0,0,D2,2223,NA,3,NA,NA
SAEDZGH,VALENCE HANDBALL,BENKAHLA aziz,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J3,25,28,rencontre_D2H_2223_381.pdf,13,11,11,R,1,-1,0,1,1,H,1,1,D2,2223,2,2,0,0
SAEDZGJ,FRONTIGNAN THAU HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J3,29,28,rencontre_D2H_2223_383.pdf,14,17,17,R,-1,1,1,1,1,H,1,0,D2,2223,4,4,0,0
SAEDZGQ,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,BORDEAUX HANDBALL,PEYRABOUT benoit,J4,24,28,rencontre_D2H_2223_390.pdf,12,14,14,R,-1,-1,0,1,0,H,0,1,D2,2223,7,9,-2,-1.11846557880216
SAEDZGR,SARAN LOIRET HB,COURTIAL fabien,DIJON METROPOLE HB,CHADUTEAUD ulrich,J4,31,30,rencontre_D2H_2223_391.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D2,2223,NA,NA,NA,NA
SAEDZGU,BORDEAUX HANDBALL,PEYRABOUT benoit,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J5,30,32,rencontre_D2H_2223_394.pdf,15,15,15,R,0,-1,0,1,1,H,1,1,D2,2223,12,11,1,0.74535599249993
SAEDZGW,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J5,30,33,rencontre_D2H_2223_396.pdf,16,17,17,R,-1,-1,0,1,1,H,1,1,D2,2223,8,8,0,0
SAEDZGX,TREMBLAY HANDBALL,HAMANI cherif,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J5,30,28,rencontre_D2H_2223_397.pdf,14,14,14,R,0,1,1,1,1,H,1,1,D2,2223,9,8,1,0.74535599249993
SAEDZGZ,STRASBOURG HANDBALL,LATHOUD denis,CHERBOURG HB,ROURA eduard,J5,28,31,rencontre_D2H_2223_399.pdf,17,17,17,R,0,-1,0,1,1,H,1,1,D2,2223,4,6,-2,-0.372677996249965
