code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
TAETRNJ,NANCY METROPOLE,SYLLA yerime,ISTRES PROVENCE HANDBALL,DEROT gilles,J20,29,32,rencontre_D2H_2324_644.pdf,29,31,R,-1,-1,0,0,0,H,0,0,D2,2324,33,42,-9,-0.263669662205418
TAETRNN,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,NANCY METROPOLE,SYLLA yerime,J21,26,28,rencontre_D2H_2324_648.pdf,26,28,R,-1,-1,0,0,0,H,0,0,D2,2324,NA,34,NA,NA
TAETRNP,ISTRES PROVENCE HANDBALL,DEROT gilles,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,J21,34,32,rencontre_D2H_2324_650.pdf,34,31,R,1,1,1,1,0,H,0,0,D2,2324,45,32,13,0.720687575664692
TAETRNU,ANGERS SCO HANDBALL,TEJ issam,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J22,32,32,rencontre_D2H_2324_655.pdf,30,32,R,-1,0,1,0,1,H,0,1,D2,2324,29,45,-16,-0.944905775290529
TAETRNV,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,VALENCE HANDBALL,BENKAHLA aziz,J22,23,27,rencontre_D2H_2324_656.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D2,2324,38,33,5,0.562159132134872
TAETRNY,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J22,28,29,rencontre_D2H_2324_659.pdf,27,29,R,-1,-1,0,0,1,H,0,0,D2,2324,32,51,-19,-1.16020076206559
TAETROC,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,J23,24,22,rencontre_D2H_2324_663.pdf,22,21,R,1,1,1,0,1,H,0,0,D2,2324,40,NA,NA,NA
TAETROE,ISTRES PROVENCE HANDBALL,DEROT gilles,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J23,25,24,rencontre_D2H_2324_665.pdf,25,23,R,1,1,1,0,1,H,1,0,D2,2324,51,39,12,1.03975048982007
TAETROG,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,NANCY METROPOLE,SYLLA yerime,J23,26,24,rencontre_D2H_2324_667.pdf,25,24,R,1,1,1,0,0,H,0,0,D2,2324,34,37,-3,-0.909781678592564
TAETROI,VALENCE HANDBALL,BENKAHLA aziz,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J23,29,31,rencontre_D2H_2324_669.pdf,29,30,R,-1,-1,0,1,0,H,0,0,D2,2324,36,33,3,-0.129968811227509
TAETROM,CAEN HANDBALL,QUINTALLET sebastien,VALENCE HANDBALL,BENKAHLA aziz,J24,32,31,rencontre_D2H_2324_673.pdf,32,30,R,1,1,1,0,0,H,0,0,D2,2324,31,37,-6,-0.142857142857143
TAETRON,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J24,26,25,rencontre_D2H_2324_674.pdf,25,25,R,0,1,1,1,1,H,0,0,D2,2324,36,50,-14,-0.714285714285714
TAETROP,FRONTIGNAN THAU HANDBALL,MARCOS asier,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,J24,39,37,rencontre_D2H_2324_676.pdf,38,36,R,1,1,1,1,0,H,0,1,D2,2324,44,55,-11,-0.5
TAETROT,CAEN HANDBALL,QUINTALLET sebastien,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J25,35,32,rencontre_D2H_2324_680.pdf,34,31,R,1,1,1,1,0,H,0,0,D2,2324,34,43,-9,-0.857087918189454
TAETROV,NANCY METROPOLE,SYLLA yerime,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,J25,32,30,rencontre_D2H_2324_682.pdf,32,30,R,1,1,1,0,1,H,0,0,D2,2324,41,39,2,0.671771611553896
TAETROX,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,ANGERS SCO HANDBALL,TEJ issam,J25,36,34,rencontre_D2H_2324_684.pdf,35,33,R,1,1,1,0,1,H,0,1,D2,2324,38,33,5,1.0887333014839
TAETRPB,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J26,29,27,rencontre_D2H_2324_688.pdf,29,27,R,1,1,1,1,0,H,0,0,D2,2324,NA,44,NA,NA
TAETRPC,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,ISTRES PROVENCE HANDBALL,DEROT gilles,J26,32,30,rencontre_D2H_2324_689.pdf,32,29,R,1,1,1,1,0,H,1,0,D2,2324,40,58,-18,-1.53267830063792
TAETRPD,FRONTIGNAN THAU HANDBALL,MARCOS asier,GRAND BESANCON DOUBS HANDBALL,VIENNET christophe,J26,35,33,rencontre_D2H_2324_690.pdf,34,32,R,1,1,1,1,0,H,1,0,D2,2324,50,47,3,-0.191584787579739
TAETRPF,PONTAULT-COMBAULT HANDBALL,SAURINA guillaume,VALENCE HANDBALL,BENKAHLA aziz,J26,31,32,rencontre_D2H_2324_692.pdf,31,31,R,0,-1,0,0,1,H,0,0,D2,2324,57,39,18,0.766339150318958
TAETRPK,CAEN HANDBALL,QUINTALLET sebastien,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J27,35,36,rencontre_D2H_2324_697.pdf,34,34,R,0,-1,0,0,0,H,0,1,D2,2324,40,41,-1,0.326036210716257
TAETRPQ,ANGERS SCO HANDBALL,TEJ issam,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J28,30,31,rencontre_D2H_2324_703.pdf,30,30,R,0,-1,0,1,1,H,1,0,D2,2324,36,44,-8,-1.67266679516581
TAETRPS,JS CHERBOURGEOISE MANCHE HB,ROURA eduard,VALENCE HANDBALL,BENKAHLA aziz,J28,31,30,rencontre_D2H_2324_705.pdf,31,30,R,1,1,1,0,0,H,0,0,D2,2324,NA,43,NA,NA
TAETRPT,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,CAEN HANDBALL,QUINTALLET sebastien,J28,31,34,rencontre_D2H_2324_706.pdf,30,33,R,-1,-1,0,0,1,H,0,0,D2,2324,43,41,2,-0.104541674697863
TAETRPU,FRONTIGNAN THAU HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J28,30,29,rencontre_D2H_2324_707.pdf,28,29,R,-1,1,1,1,1,H,0,0,D2,2324,55,47,8,0.836333397582907
TAETRPZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,J29,29,31,rencontre_D2H_2324_712.pdf,29,31,R,-1,-1,0,0,1,H,0,1,D2,2324,48,58,-10,0.59620815141357
TAETRQC,NANCY METROPOLE,SYLLA yerime,FRONTIGNAN THAU HANDBALL,MARCOS asier,J29,38,37,rencontre_D2H_2324_715.pdf,36,37,R,-1,1,1,0,1,H,0,0,D2,2324,49,58,-9,0.704609633488764
TAETRQI,HANDBALL CLUB COURNON D'AUVERGNE,KOLEV marjan,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J30,33,34,rencontre_D2H_2324_721.pdf,32,33,R,-1,-1,0,1,1,H,0,1,D2,2324,45,49,-4,-1.00105429655007
TAETRQL,SARREBOURG MOSELLE SUD HANDBALL,CALBRY arnaud,VALENCE HANDBALL,BENKAHLA aziz,J30,30,32,rencontre_D2H_2324_724.pdf,30,31,R,-1,-1,0,0,1,H,1,1,D2,2324,48,45,3,-0.558482923338459
TAETRQM,SELESTAT ALSACE HANDBALL,BUSSELIER laurent,CAEN HANDBALL,QUINTALLET sebastien,J30,33,32,rencontre_D2H_2324_725.pdf,32,31,R,1,1,1,0,0,H,0,0,D2,2324,61,45,16,0.263435341197386
TAETSSK,DIJON METROPOLE HB,CHADUTEAUD ulrich,US IVRY HANDBALL,DINART didier,J1,34,34,rencontre_D1H_2324_443.pdf,32,34,R,-1,0,1,0,0,H,1,1,D1,2324,NA,0,NA,NA
TAETSSL,USAM NIMES GARD,CHAUVET jerome,CHAMBERY SAVOIE HB,MATHE erick,J1,31,29,rencontre_D1H_2324_444.pdf,29,28,R,1,1,1,0,1,H,0,0,D1,2324,0,0,0,0
TAETSSO,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J1,34,32,rencontre_D1H_2324_447.pdf,33,30,R,1,1,1,1,0,H,1,0,D1,2324,0,0,0,0
TAETSSP,US CRETEIL HANDBALL,DELGADO fernando,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J2,30,31,rencontre_D1H_2324_448.pdf,30,31,R,-1,-1,0,1,1,H,0,0,D1,2324,1,3,-2,-0.87831006565368
TAETSSQ,DIJON METROPOLE HB,CHADUTEAUD ulrich,USAM NIMES GARD,CHAUVET jerome,J2,29,31,rencontre_D1H_2324_449.pdf,28,31,R,-1,-1,0,0,0,H,1,0,D1,2324,NA,3,NA,NA
TAETSSR,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J2,33,32,rencontre_D1H_2324_450.pdf,32,32,R,0,1,1,1,0,H,0,0,D1,2324,1,3,-2,-0.87831006565368
TAETSSW,SARAN LOIRET HB,COURTIAL fabien,SAINT-RAPHAEL VHB,BRAUX benjamin,J2,27,29,rencontre_D1H_2324_455.pdf,26,27,R,-1,-1,0,0,0,H,0,0,D1,2324,NA,1,NA,NA
TAETSSY,CHAMBERY SAVOIE HB,MATHE erick,US IVRY HANDBALL,DINART didier,J3,29,28,rencontre_D1H_2324_457.pdf,28,28,R,0,1,1,1,0,H,0,0,D1,2324,2,3,-1,-1.23117402250218
TAETSTD,SAINT-RAPHAEL VHB,BRAUX benjamin,CESSON RENNES METROPOLE HB,LERICHE sebastien,J3,31,30,rencontre_D1H_2324_462.pdf,31,30,R,1,1,1,0,1,H,0,0,D1,2324,4,2,2,0.307793505625546
TAETSTG,US CRETEIL HANDBALL,DELGADO fernando,USAM NIMES GARD,CHAUVET jerome,J4,34,36,rencontre_D1H_2324_465.pdf,33,35,R,-1,-1,0,0,0,H,1,0,D1,2324,3,9,-6,-0.79115480528524
TAETSTL,SARAN LOIRET HB,COURTIAL fabien,CHAMBERY SAVOIE HB,MATHE erick,J4,29,27,rencontre_D1H_2324_470.pdf,29,26,R,1,1,1,0,0,H,0,0,D1,2324,NA,5,NA,NA
TAETSTS,USAM NIMES GARD,CHAUVET jerome,SARAN LOIRET HB,COURTIAL fabien,J5,25,22,rencontre_D1H_2324_477.pdf,25,22,R,1,1,1,0,0,H,0,0,D1,2324,12,NA,NA,NA
TAETSTT,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,HBC NANTES,COJEAN gregory,J5,35,32,rencontre_D1H_2324_478.pdf,33,32,R,1,1,1,1,0,H,0,1,D1,2324,12,11,1,0
TAETSTU,SAINT-RAPHAEL VHB,BRAUX benjamin,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J5,38,38,rencontre_D1H_2324_479.pdf,38,37,R,1,0,0,0,0,H,0,0,D1,2324,10,6,4,0.727606875108999
TAETSTY,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,CHAMBERY SAVOIE HB,MATHE erick,J6,26,27,rencontre_D1H_2324_483.pdf,25,27,R,-1,-1,0,0,1,H,1,0,D1,2324,8,9,-1,0
TAETSTZ,MONTPELLIER HANDBALL,CANAYER patrice,USAM NIMES GARD,CHAUVET jerome,J6,25,23,rencontre_D1H_2324_484.pdf,25,23,R,1,1,1,0,0,H,0,0,D1,2324,15,15,0,0
TAETSUB,SARAN LOIRET HB,COURTIAL fabien,LIMOGES HAND,RODRIGUEZ alberto,J6,31,32,rencontre_D1H_2324_486.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324,NA,NA,NA,NA
TAETSUH,LIMOGES HAND,RODRIGUEZ alberto,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J7,29,32,rencontre_D1H_2324_492.pdf,28,31,R,-1,-1,0,0,0,H,0,0,D1,2324,NA,16,NA,NA
TAETSUI,USAM NIMES GARD,CHAUVET jerome,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J7,31,32,rencontre_D1H_2324_493.pdf,30,31,R,-1,-1,0,0,1,H,0,0,D1,2324,16,12,4,1.03664211069763
TAETSUO,DIJON METROPOLE HB,CHADUTEAUD ulrich,US CRETEIL HANDBALL,DELGADO fernando,J8,30,30,rencontre_D1H_2324_499.pdf,30,29,R,1,0,0,0,1,H,0,0,D1,2324,NA,8,NA,NA
TAETSUT,US CRETEIL HANDBALL,DELGADO fernando,CESSON RENNES METROPOLE HB,LERICHE sebastien,J9,36,33,rencontre_D1H_2324_504.pdf,35,32,R,1,1,1,1,0,H,0,0,D1,2324,10,12,-2,0.212757112488748
TAETSUU,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,MONTPELLIER HANDBALL,CANAYER patrice,J9,28,32,rencontre_D1H_2324_505.pdf,27,30,R,-1,-1,0,0,1,H,0,0,D1,2324,13,24,-11,-1.15496718208177
TAETSUV,US IVRY HANDBALL,DINART didier,USAM NIMES GARD,CHAUVET jerome,J9,28,24,rencontre_D1H_2324_506.pdf,26,23,R,1,1,1,0,0,H,0,0,D1,2324,9,18,-9,-0.851028449954991
TAETSUZ,SAINT-RAPHAEL VHB,BRAUX benjamin,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J9,29,28,rencontre_D1H_2324_510.pdf,28,27,R,1,1,1,0,0,H,1,0,D1,2324,18,18,0,0
TAETSVF,MONTPELLIER HANDBALL,CANAYER patrice,SAINT-RAPHAEL VHB,BRAUX benjamin,J10,35,35,rencontre_D1H_2324_516.pdf,35,34,R,1,0,0,1,1,H,0,1,D1,2324,27,21,6,0.633737869094134
TAETSVH,SARAN LOIRET HB,COURTIAL fabien,US CRETEIL HANDBALL,DELGADO fernando,J10,28,28,rencontre_D1H_2324_518.pdf,28,27,R,1,0,0,0,1,H,0,0,D1,2324,NA,13,NA,NA
TAETSVJ,CHAMBERY SAVOIE HB,MATHE erick,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J11,33,32,rencontre_D1H_2324_520.pdf,32,31,R,1,1,1,0,1,H,0,0,D1,2324,18,28,-10,-1.25839645733593
TAETSVL,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,DIJON METROPOLE HB,CHADUTEAUD ulrich,J11,30,32,rencontre_D1H_2324_522.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324,17,NA,NA,NA
TAETSVM,US IVRY HANDBALL,DINART didier,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J11,29,28,rencontre_D1H_2324_523.pdf,27,28,R,-1,1,1,0,1,H,0,1,D1,2324,13,20,-7,-0.703221549687725
TAETSVN,LIMOGES HAND,RODRIGUEZ alberto,CESSON RENNES METROPOLE HB,LERICHE sebastien,J11,30,26,rencontre_D1H_2324_524.pdf,27,25,R,1,1,1,1,0,H,0,0,D1,2324,NA,14,NA,NA
TAETSVP,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,MONTPELLIER HANDBALL,CANAYER patrice,J11,31,27,rencontre_D1H_2324_526.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2324,30,29,1,0.777244870707486
TAETSVQ,SAINT-RAPHAEL VHB,BRAUX benjamin,USAM NIMES GARD,CHAUVET jerome,J11,31,33,rencontre_D1H_2324_527.pdf,30,31,R,-1,-1,0,0,1,H,0,0,D1,2324,23,20,3,1.14736147580629
TAETSVR,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CHAMBERY SAVOIE HB,MATHE erick,J12,35,34,rencontre_D1H_2324_528.pdf,33,33,R,0,1,1,0,1,H,0,1,D1,2324,21,21,0,0
TAETSVT,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,SAINT-RAPHAEL VHB,BRAUX benjamin,J12,24,27,rencontre_D1H_2324_530.pdf,23,25,R,-1,-1,0,0,1,H,0,1,D1,2324,19,24,-5,-0.793602933179279
TAETSVY,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J12,31,34,rencontre_D1H_2324_535.pdf,30,33,R,-1,-1,0,0,1,H,0,0,D1,2324,29,33,-4,-0.646639427034968
TAETSWC,US IVRY HANDBALL,DINART didier,SARAN LOIRET HB,COURTIAL fabien,J13,33,31,rencontre_D1H_2324_539.pdf,32,29,R,1,1,1,1,0,H,0,0,D1,2324,17,NA,NA,NA
TAETSWH,CESSON RENNES METROPOLE HB,LERICHE sebastien,CHAMBERY SAVOIE HB,MATHE erick,J14,26,29,rencontre_D1H_2324_544.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2324,19,25,-6,-0.483968616146661
TAETSWN,SARAN LOIRET HB,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,31,29,rencontre_D1H_2324_550.pdf,30,29,R,1,1,1,0,1,H,0,0,D1,2324,NA,NA,NA,NA
TAETSWP,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,CESSON RENNES METROPOLE HB,LERICHE sebastien,J15,34,32,rencontre_D1H_2324_552.pdf,34,31,R,1,1,1,0,0,H,0,0,D1,2324,28,20,8,1.30605953378531
TAETSWR,DIJON METROPOLE HB,CHADUTEAUD ulrich,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J15,32,36,rencontre_D1H_2324_554.pdf,32,34,R,-1,-1,0,0,0,H,0,0,D1,2324,NA,34,NA,NA
TAETSWT,LIMOGES HAND,RODRIGUEZ alberto,US CRETEIL HANDBALL,DELGADO fernando,J15,37,35,rencontre_D1H_2324_556.pdf,36,33,R,1,1,1,0,0,H,0,0,D1,2324,NA,21,NA,NA
TAETSWW,SARAN LOIRET HB,ROUSSEL jeremy,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J15,32,35,rencontre_D1H_2324_559.pdf,32,34,R,-1,-1,0,0,0,H,1,0,D1,2324,NA,22,NA,NA
TAETSWY,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J16,39,40,rencontre_D1H_2324_561.pdf,37,39,R,-1,-1,0,0,0,H,0,0,D1,2324,22,31,-9,-0.589937552448964
TAETSXD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,LIMOGES HAND,RODRIGUEZ alberto,J16,29,29,rencontre_D1H_2324_566.pdf,26,29,R,-1,0,1,0,1,H,0,1,D1,2324,37,NA,NA,NA
TAETSXF,CHAMBERY SAVOIE HB,MATHE erick,CESSON RENNES METROPOLE HB,LERICHE sebastien,J17,30,29,rencontre_D1H_2324_568.pdf,29,29,R,0,1,1,0,1,H,0,0,D1,2324,34,24,10,0.747762069307001
TAETSXJ,LIMOGES HAND,RODRIGUEZ alberto,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J17,35,38,rencontre_D1H_2324_572.pdf,35,38,R,-1,-1,0,0,1,H,0,1,D1,2324,NA,32,NA,NA
TAETSXN,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,USAM NIMES GARD,CHAUVET jerome,J18,26,29,rencontre_D1H_2324_576.pdf,26,29,R,-1,-1,0,0,0,H,0,0,D1,2324,35,35,0,0
TAETSXR,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,US IVRY HANDBALL,DINART didier,J18,32,30,rencontre_D1H_2324_580.pdf,31,28,R,1,1,1,1,0,H,1,1,D1,2324,28,28,0,0
TAETSXT,SAINT-RAPHAEL VHB,BRAUX benjamin,CHAMBERY SAVOIE HB,MATHE erick,J18,34,33,rencontre_D1H_2324_582.pdf,34,32,R,1,1,1,1,0,H,1,0,D1,2324,36,37,-1,0.546868741619731
TAETSXY,LIMOGES HAND,RODRIGUEZ alberto,SAINT-RAPHAEL VHB,BRAUX benjamin,J19,34,31,rencontre_D1H_2324_587.pdf,33,30,R,1,1,1,1,0,H,0,0,D1,2324,NA,39,NA,NA
TAETSYC,SARAN LOIRET HB,ROUSSEL jeremy,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,J19,32,34,rencontre_D1H_2324_591.pdf,31,34,R,-1,-1,0,0,0,H,0,0,D1,2324,NA,36,NA,NA
TAETSYF,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,US CRETEIL HANDBALL,DELGADO fernando,J20,29,26,rencontre_D1H_2324_594.pdf,28,26,R,1,1,1,0,0,H,1,0,D1,2324,34,27,7,0.224721506234955
TAETSYH,MONTPELLIER HANDBALL,CANAYER patrice,LIMOGES HAND,RODRIGUEZ alberto,J20,36,34,rencontre_D1H_2324_596.pdf,35,32,R,1,1,1,1,0,H,0,0,D1,2324,48,NA,NA,NA
TAETSYI,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,CHAMBERY SAVOIE HB,MATHE erick,J20,34,33,rencontre_D1H_2324_597.pdf,33,31,R,1,1,1,0,1,H,0,1,D1,2324,56,39,17,1.01785623412303
TAETSYJ,SAINT-RAPHAEL VHB,BRAUX benjamin,US IVRY HANDBALL,DINART didier,J20,33,31,rencontre_D1H_2324_598.pdf,33,31,R,1,1,1,0,0,H,0,0,D1,2324,40,30,10,0.462661924601378
TAETSYS,USAM NIMES GARD,CHAUVET jerome,SAINT-RAPHAEL VHB,BRAUX benjamin,J21,39,37,rencontre_D1H_2324_607.pdf,38,36,R,1,1,1,0,0,H,0,1,D1,2324,40,43,-3,0.0342619489307616
TAETSYU,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT-RAPHAEL VHB,BRAUX benjamin,J22,26,26,rencontre_D1H_2324_609.pdf,25,26,R,-1,0,1,0,1,H,0,0,D1,2324,35,44,-9,-0.925748577496592
TAETSYV,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,RODRIGUEZ alberto,J22,37,39,rencontre_D1H_2324_610.pdf,35,38,R,-1,-1,0,0,1,H,0,0,D1,2324,43,NA,NA,NA
TAETSZE,US IVRY HANDBALL,DINART didier,CHAMBERY SAVOIE HB,MATHE erick,J23,30,29,rencontre_D1H_2324_619.pdf,29,29,R,0,1,1,1,0,H,0,0,D1,2324,35,44,-9,0.301511344577764
TAETSZF,HBC NANTES,COJEAN gregory,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J23,32,30,rencontre_D1H_2324_620.pdf,30,29,R,1,1,1,0,1,H,0,1,D1,2324,60,65,-5,1.50755672288882
TAETSZG,USAM NIMES GARD,CHAUVET jerome,DIJON METROPOLE HB,CHADUTEAUD ulrich,J23,39,37,rencontre_D1H_2324_621.pdf,37,36,R,1,1,1,1,0,H,0,1,D1,2324,46,NA,NA,NA
TAETSZI,SARAN LOIRET HB,ROUSSEL jeremy,CESSON RENNES METROPOLE HB,LERICHE sebastien,J23,34,34,rencontre_D1H_2324_623.pdf,33,34,R,-1,0,1,0,1,H,0,0,D1,2324,NA,37,NA,NA
TAETSZJ,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,US IVRY HANDBALL,DINART didier,J24,38,37,rencontre_D1H_2324_624.pdf,37,36,R,1,1,1,1,0,H,0,0,D1,2324,45,38,7,-0.631933488583569
TAETSZR,CESSON RENNES METROPOLE HB,LERICHE sebastien,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J25,24,27,rencontre_D1H_2324_632.pdf,23,25,R,-1,-1,0,0,0,H,0,1,D1,2324,42,69,-27,-1.64849028375463
TAETSZW,US IVRY HANDBALL,DINART didier,LIMOGES HAND,RODRIGUEZ alberto,J25,27,28,rencontre_D1H_2324_637.pdf,27,27,R,0,-1,0,0,1,H,0,0,D1,2324,39,NA,NA,NA
TAETTAB,US IVRY HANDBALL,DINART didier,US CRETEIL HANDBALL,DELGADO fernando,J26,26,27,rencontre_D1H_2324_642.pdf,26,26,R,0,-1,0,0,1,H,0,0,D1,2324,40,35,5,-0.698749033149338
TAETTAE,USAM NIMES GARD,CHAUVET jerome,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,J26,31,29,rencontre_D1H_2324_645.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2324,51,42,9,-0.330986384123371
TAETTAI,C'CHARTRES METROPOLE HANDBALL,STOJINOVIC nebojsa,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J27,31,34,rencontre_D1H_2324_649.pdf,30,33,R,-1,-1,0,0,0,H,0,0,D1,2324,43,59,-16,-1.0926051725244
TAETTAT,LIMOGES HAND,RODRIGUEZ alberto,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J28,32,32,rencontre_D1H_2324_660.pdf,30,31,R,-1,0,1,0,0,H,0,1,D1,2324,NA,50,NA,NA
TAETTAU,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,COJEAN gregory,J28,31,33,rencontre_D1H_2324_661.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D1,2324,71,75,-4,-0.727552288899754
TAETTAV,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,USAM NIMES GARD,CHAUVET jerome,J28,32,33,rencontre_D1H_2324_662.pdf,31,32,R,-1,-1,0,1,1,H,0,0,D1,2324,78,57,21,1.43778190425428
TAETTAX,PROVENCE AIX UNIVERSITE CLUB HANDBALL,GARDENT philippe,MONTPELLIER HANDBALL,CANAYER patrice,J29,27,29,rencontre_D1H_2324_664.pdf,26,27,R,-1,-1,0,1,0,H,0,0,D1,2324,58,72,-14,0.0288408213470148
TAETTBA,DIJON METROPOLE HB,PECAUD samuel,SAINT-RAPHAEL VHB,BRAUX benjamin,J29,32,34,rencontre_D1H_2324_667.pdf,31,34,R,-1,-1,0,0,1,H,0,0,D1,2324,NA,53,NA,NA
TAETTBE,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CHAMBERY SAVOIE HB,MATHE erick,J29,33,32,rencontre_D1H_2324_671.pdf,31,32,R,-1,1,1,1,1,H,0,1,D1,2324,65,57,8,1.08633760407089
TAETTBG,CHAMBERY SAVOIE HB,MATHE erick,DUNKERQUE HANDBALL GRAND LITTORAL,MAURICE franck,J30,28,27,rencontre_D1H_2324_673.pdf,28,26,R,1,1,1,0,0,H,0,0,D1,2324,58,55,3,-0.956182887467515
TAETTBJ,HBC NANTES,COJEAN gregory,USAM NIMES GARD,CHAUVET jerome,J30,36,32,rencontre_D1H_2324_676.pdf,35,32,R,1,1,1,0,0,H,0,0,D1,2324,81,61,20,1.07570574840095
TAEUAGL,STELLA SAINT-MAUR HANDBALL,SAMSON remi,ES BESANCON FEMININ,MIZOULE sebastien,J2,26,25,rencontre_D1F_2324_534.pdf,26,24,R,1,1,1,1,0,F,0,0,D1,2324,1,3,-2,-0.597614304667197
TAEUAGM,TOULON METROPOLE VAR HANDBALL,SILVA joel,STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL,BASNY jan,J2,26,25,rencontre_D1F_2324_535.pdf,26,24,R,1,1,1,1,1,F,0,0,D1,2324,1,1,0,0
