"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAETTBE","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","CHAMBERY SAVOIE HB","MATHE erick",33,32,"rencontre_D1H_2324_671.pdf","J29",31,32,"R",-1,1,1,1,1,"H",0,1,"D1","2324","fenix toulouse handball","chambery savoie hb",39,32,-7
"TAETTBG","CHAMBERY SAVOIE HB","MATHE erick","DUNKERQUE HANDBALL GRAND LITTORAL","MAURICE franck",28,27,"rencontre_D1H_2324_673.pdf","J30",28,26,"R",1,1,1,0,0,"H",0,0,"D1","2324","chambery savoie hb","dunkerque handball grand littoral",32,26,-6
"TAETTBJ","HBC NANTES","COJEAN gregory","USAM NIMES GARD","CHAUVET jerome",36,32,"rencontre_D1H_2324_676.pdf","J30",35,32,"R",1,1,1,0,0,"H",0,0,"D1","2324","hbc nantes","usam nimes gard",54,32,-22
"TAEUAGL","STELLA SAINT-MAUR HANDBALL","SAMSON remi","ES BESANCON FEMININ","MIZOULE sebastien",26,25,"rencontre_D1F_2324_534.pdf","J2",26,24,"R",1,1,1,1,0,"F",0,0,"D1","2324","stella saint-maur handball","es besancon feminin",35,53,18
"TAEUAGM","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan",26,25,"rencontre_D1F_2324_535.pdf","J2",26,24,"R",1,1,1,1,1,"F",0,0,"D1","2324","toulon metropole var handball","strasbourg achenheim truchtersheim handball",37,39,2
"TAEUAGU","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",28,27,"rencontre_D1F_2324_543.pdf","J3",28,27,"R",1,1,1,1,0,"F",0,0,"D1","2324","chambray touraine handball","jda bourgogne dijon handball",56,56,0
"TAEUAGW","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","PARIS","MESSAOUDI yacine",29,32,"rencontre_D1F_2324_545.pdf","J3",29,31,"R",-1,-1,0,0,1,"F",1,0,"D1","2324","ogc nice cote d'azur handball","paris 92",44,62,18
"TAEUAHA","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",32,29,"rencontre_D1F_2324_549.pdf","J4",31,28,"R",1,1,1,1,0,"F",1,1,"D1","2324","jda bourgogne dijon handball","toulon metropole var handball",56,37,-19
"TAEUAHB","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",31,30,"rencontre_D1F_2324_550.pdf","J4",31,29,"R",1,1,1,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","chambray touraine handball",38,56,18
"TAEUAHE","PARIS 92","MESSAOUDI yacine","ES BESANCON FEMININ","MIZOULE sebastien",30,29,"rencontre_D1F_2324_553.pdf","J4",30,29,"R",1,1,1,1,0,"F",0,0,"D1","2324","paris 92","es besancon feminin",62,53,-9
"TAEUAHF","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","STELLA SAINT-MAUR HANDBALL","SAMSON remi",27,25,"rencontre_D1F_2324_554.pdf","J4",27,24,"R",1,1,1,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","stella saint-maur handball",39,35,-4
"TAEUAHQ","ES BESANCON FEMININ","MIZOULE sebastien","HANDBALL PLAN DE CUQUES","SPINCER angelique",29,27,"rencontre_D1F_2324_565.pdf","J6",29,27,"R",1,1,1,0,0,"F",0,1,"D1","2324","es besancon feminin","handball plan de cuques",53,53,0
"TAEUAHR","PARIS 92","MESSAOUDI yacine","BREST BRETAGNE HANDBALL","MOREL pablo",31,33,"rencontre_D1F_2324_566.pdf","J6",31,32,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","paris 92","brest bretagne handball",62,75,13
"TAEUAHT","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,31,"rencontre_D1F_2324_568.pdf","J6",28,31,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","ogc nice cote d'azur handball",39,44,5
"TAEUAHU","BREST BRETAGNE HANDBALL","MOREL pablo","HANDBALL PLAN DE CUQUES","SPINCER angelique",28,24,"rencontre_D1F_2324_569.pdf","J7",27,24,"R",1,1,1,1,0,"F",1,0,"D1","2324","brest bretagne handball","handball plan de cuques",75,53,-22
"TAEUAHZ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","PARIS","MESSAOUDI yacine",28,32,"rencontre_D1F_2324_574.pdf","J7",28,31,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","stella saint-maur handball","paris 92",35,62,27
"TAEUAIH","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",27,28,"rencontre_D1F_2324_582.pdf","J8",25,27,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","jda bourgogne dijon handball",38,56,18
"TAEUAIJ","LES NEPTUNES DE NANTES","THOMSEN helle","ES BESANCON FEMININ","MIZOULE sebastien",25,23,"rencontre_D1F_2324_584.pdf","J9",24,22,"R",1,1,1,1,1,"F",0,0,"D1","2324","les neptunes de nantes","es besancon feminin",64,53,-11
"TAEUAIL","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe","MERIGNAC HANDBALL","CHAGNARD christophe",31,31,"rencontre_D1F_2324_586.pdf","J9",29,31,"R",-1,0,1,1,0,"F",0,0,"D1","2324","jda bourgogne dijon handball","merignac handball",56,40,-16
"TAEUAIN","STELLA SAINT-MAUR HANDBALL","SAMSON remi","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",23,24,"rencontre_D1F_2324_588.pdf","J9",23,24,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","stella saint-maur handball","st amand handball -  porte du hainaut",35,38,3
"TAEUAIO","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","PARIS","MESSAOUDI yacine",30,33,"rencontre_D1F_2324_589.pdf","J9",29,32,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","paris 92",39,62,23
"TAEUAIY","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",27,25,"rencontre_D1F_2324_599.pdf","J11",27,24,"R",1,1,1,1,0,"F",0,0,"D1","2324","chambray touraine handball","ogc nice cote d'azur handball",56,44,-12
"TAEUAJA","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","PARIS","MESSAOUDI yacine",24,27,"rencontre_D1F_2324_601.pdf","J11",24,27,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","paris 92",38,62,24
"TAEUAJJ","STELLA SAINT-MAUR HANDBALL","SAMSON remi","JDA BOURGOGNE DIJON HANDBALL","MAZEL christophe",22,24,"rencontre_D1F_2324_610.pdf","J12",21,24,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","stella saint-maur handball","jda bourgogne dijon handball",35,56,21
"TAEUAJK","METZ HANDBALL","MAYONNADE emmanuel","BREST BRETAGNE HANDBALL","MOREL pablo",22,23,"rencontre_D1F_2324_611.pdf","J13",22,23,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","metz handball","brest bretagne handball",76,75,-1
"TAEUAJL","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","LES NEPTUNES DE NANTES","DELARUE jerome",24,23,"rencontre_D1F_2324_612.pdf","J13",23,23,"R",0,1,1,0,1,"F",0,0,"D1","2324","chambray touraine handball","les neptunes de nantes",56,64,8
"TAEUAJR","BREST BRETAGNE HANDBALL","MOREL pablo","PARIS","MESSAOUDI yacine",26,24,"rencontre_D1F_2324_618.pdf","J14",26,23,"R",1,1,1,0,0,"F",0,0,"D1","2324","brest bretagne handball","paris 92",75,62,-13
"TAEUAJV","MERIGNAC HANDBALL","NORMAND julia","ES BESANCON FEMININ","MIZOULE sebastien",26,24,"rencontre_D1F_2324_622.pdf","J14",25,23,"R",1,1,1,1,0,"F",0,0,"D1","2324","merignac handball","es besancon feminin",40,53,13
"TAEUAKB","HANDBALL PLAN DE CUQUES","SPINCER angelique","MERIGNAC HANDBALL","CHAGNARD christophe",28,27,"rencontre_D1F_2324_628.pdf","J15",28,27,"R",1,1,1,1,0,"F",0,0,"D1","2324","handball plan de cuques","merignac handball",53,40,-13
"TAEUAKG","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","ES BESANCON FEMININ","MIZOULE sebastien",27,26,"rencontre_D1F_2324_633.pdf","J16",27,26,"R",1,1,1,1,1,"F",0,0,"D1","2324","chambray touraine handball","es besancon feminin",56,53,-3
"TAEUAKI","PARIS 92","MESSAOUDI yacine","TOULON METROPOLE VAR HANDBALL","DA SILVA joel",33,29,"rencontre_D1F_2324_635.pdf","J16",31,28,"R",1,1,1,0,0,"F",0,0,"D1","2324","paris 92","toulon metropole var handball",62,37,-25
"TAEUAKL","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",25,27,"rencontre_D1F_2324_638.pdf","J16",25,25,"R",0,-1,0,0,1,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","stella saint-maur handball",38,35,-3
"TAEUAKQ","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_643.pdf","J17",27,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","toulon metropole var handball","ogc nice cote d'azur handball",37,44,7
"TAEUAKY","PARIS 92","MESSAOUDI yacine","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,26,"rencontre_D1F_2324_651.pdf","J18",26,26,"R",0,1,1,1,0,"F",0,0,"D1","2324","paris 92","st amand handball -  porte du hainaut",62,38,-24
"TAEUALB","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","PARIS","MESSAOUDI yacine",24,26,"rencontre_D1F_2324_654.pdf","J19",24,25,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","chambray touraine handball","paris 92",56,62,6
"TAEUALC","JDA BOURGOGNE DIJON HANDBALL","FAVIER anthony","METZ HANDBALL","MAYONNADE emmanuel",31,34,"rencontre_D1F_2324_655.pdf","J19",30,33,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","jda bourgogne dijon handball","metz handball",56,76,20
"TAEUALD","HANDBALL PLAN DE CUQUES","SPINCER angelique","ES BESANCON FEMININ","MIZOULE sebastien",30,27,"rencontre_D1F_2324_656.pdf","J19",28,27,"R",1,1,1,0,1,"F",0,0,"D1","2324","handball plan de cuques","es besancon feminin",53,53,0
"TAEUALF","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","MERIGNAC HANDBALL","CHAGNARD christophe",27,28,"rencontre_D1F_2324_658.pdf","J19",26,27,"R",-1,-1,0,1,0,"F",0,1,"D1","2324","toulon metropole var handball","merignac handball",37,40,3
"TAEUALG","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement",28,29,"rencontre_D1F_2324_659.pdf","J19",27,29,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","stella saint-maur handball","ogc nice cote d'azur handball",35,44,9
"TAEUALH","METZ HANDBALL","MAYONNADE emmanuel","LES NEPTUNES DE NANTES","THOMSEN helle",33,30,"rencontre_D1F_2324_660.pdf","J20",32,30,"R",1,1,1,0,0,"F",0,0,"D1","2324","metz handball","les neptunes de nantes",76,64,-12
"TAEUALK","MERIGNAC HANDBALL","CHAGNARD christophe","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix",28,29,"rencontre_D1F_2324_663.pdf","J20",28,29,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","merignac handball","stella saint-maur handball",40,35,-5
"TAEUALL","OGC NICE COTE D'AZUR HANDBALL","ALCACER clement","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",26,29,"rencontre_D1F_2324_664.pdf","J20",25,28,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","ogc nice cote d'azur handball","chambray touraine handball",44,56,12
"TAEUALO","LES NEPTUNES DE NANTES","THOMSEN helle","PARIS","MESSAOUDI yacine",30,32,"rencontre_D1F_2324_667.pdf","J21",29,30,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","les neptunes de nantes","paris 92",64,62,-2
"TAEUAMI","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","MERIGNAC HANDBALL","CHAGNARD christophe",24,23,"rencontre_D1F_2324_687.pdf","J23",23,22,"R",1,1,1,1,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","merignac handball",39,40,1
"TAEUAMO","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","ES BESANCON FEMININ","MIZOULE sebastien",27,28,"rencontre_D1F_2324_693.pdf","J24",27,28,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","st amand handball -  porte du hainaut","es besancon feminin",38,53,15
"TAEUAMQ","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","BREST BRETAGNE HANDBALL","MOREL pablo",28,33,"rencontre_D1F_2324_695.pdf","J25",28,31,"R",-1,-1,0,0,0,"F",1,0,"D1","2324","chambray touraine handball","brest bretagne handball",56,75,19
"TAEUAMW","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",27,25,"rencontre_D1F_2324_701.pdf","J25",27,24,"R",1,1,1,0,0,"F",0,0,"D1","2324","strasbourg achenheim truchtersheim handball","st amand handball -  porte du hainaut",39,38,-1
"TAEUANB","MERIGNAC HANDBALL","CHAGNARD christophe","PARIS","MESSAOUDI yacine",33,29,"rencontre_D1F_2324_706.pdf","J26",31,29,"R",1,1,1,0,0,"F",1,0,"D1","2324","merignac handball","paris 92",40,62,22
"TAEUKOL","LES NEPTUNES DE NANTES","THOMSEN helle","BREST BRETAGNE HANDBALL","MOREL pablo",23,27,"rencontre_D1F_2324_551.pdf","J4",23,26,"R",-1,-1,0,0,0,"F",0,0,"D1","2324","les neptunes de nantes","brest bretagne handball",64,75,11
"TAEUQKN","CESSON RENNES METROPOLE HB","LERICHE sebastien","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",27,28,"rencontre_D1H_2324_488.pdf","J7",27,27,"R",0,-1,0,1,1,"H",0,0,"D1","2324","cesson rennes metropole hb","c'chartres metropole handball",23,20,-3
"TAEUTEG","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LOMME LILLE METROPOLE HB","WORM laurent",27,26,"rencontre_D2F_1_2324_222.pdf","J1",26,26,"R",0,1,1,1,0,"F",1,0,"D2","2324","noisy-le-grand handball","lomme lille metropole hb",49,40,-9
"TAEUTEI","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HAVRE ATHLETIC CLUB HB","PELLAN stephane",26,25,"rencontre_D2F_1_2324_224.pdf","J1",25,25,"R",0,1,1,0,1,"F",0,1,"D2","2324","celles sur belle mellois en poitou","havre athletic club hb",57,42,-15
"TAEUTEM","SAMBRE AVESNOIS HANDBALL","PETIT clement","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",28,26,"rencontre_D2F_1_2324_228.pdf","J2",28,25,"R",1,1,1,1,0,"F",1,0,"D2","2324","sambre avesnois handball","handball clermont auvergne metropole 63",64,54,-10
"TAEUTEQ","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","NOISY-LE-GRAND HANDBALL","GHERRAM farid",27,29,"rencontre_D2F_1_2324_232.pdf","J2",27,29,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","bouillargues handball nimes metropole","noisy-le-grand handball",NA,49,NA
"TAEUTER","ASUL VAULX EN VELIN","MODENEL sebastien","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,26,"rencontre_D2F_1_2324_233.pdf","J2",24,25,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","asul vaulx en velin","celles sur belle mellois en poitou",38,57,19
"TAEUTET","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",26,30,"rencontre_D2F_1_2324_235.pdf","J3",26,29,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","celles sur belle mellois en poitou","bouillargues handball nimes metropole",57,NA,NA
"TAEUTEY","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,33,"rencontre_D2F_1_2324_240.pdf","J3",33,32,"R",1,1,1,0,1,"F",0,0,"D2","2324","handball clermont auvergne metropole 63","stade pessacais union club handball",54,60,6
"TAEUTFB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_243.pdf","J4",29,29,"R",0,1,1,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","lomme lille metropole hb",NA,40,NA
"TAEUTFC","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",26,28,"rencontre_D2F_1_2324_244.pdf","J4",25,27,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","toulouse feminin handball","handball clermont auvergne metropole 63",35,54,19
"TAEUTFK","HAVRE ATHLETIC CLUB HB","PELLAN stephane","TOULOUSE FEMININ HANDBALL","VEDEL fabien",26,26,"rencontre_D2F_1_2324_252.pdf","J5",25,26,"R",-1,0,1,0,1,"F",0,0,"D2","2324","havre athletic club hb","toulouse feminin handball",42,35,-7
"TAEUTFL","LOMME LILLE METROPOLE HB","WORM laurent","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",27,29,"rencontre_D2F_1_2324_253.pdf","J5",26,28,"R",-1,-1,0,0,1,"F",1,0,"D2","2324","lomme lille metropole hb","club athletique beglais",40,53,13
"TAEUTFM","LE POUZIN HB 07","KIEFFER sylvain","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",20,20,"rencontre_D2F_1_2324_254.pdf","J5",19,20,"R",-1,0,1,0,0,"F",0,0,"D2","2324","le pouzin hb 07","bouillargues handball nimes metropole",39,NA,NA
"TAEUTFP","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","LE POUZIN HB","KIEFFER sylvain",25,22,"rencontre_D2F_1_2324_257.pdf","J6",24,21,"R",1,1,1,0,0,"F",0,0,"D2","2324","club athletique beglais","le pouzin hb 07",53,39,-14
"TAEUTFV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",25,23,"rencontre_D2F_1_2324_263.pdf","J7",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","celles sur belle mellois en poitou",49,57,8
"TAEUTFW","ASUL VAULX EN VELIN","MODENEL sebastien","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",25,22,"rencontre_D2F_1_2324_264.pdf","J7",23,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","asul vaulx en velin","saint gregoire rennes metropole hb",38,43,5
"TAEUTGG","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",32,31,"rencontre_D2F_1_2324_274.pdf","J8",31,31,"R",0,1,1,1,1,"F",1,0,"D2","2324","club athletique beglais","havre athletic club hb",53,42,-11
"TAEUTGH","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","LOMME LILLE METROPOLE HB","WORM laurent",26,23,"rencontre_D2F_1_2324_275.pdf","J8",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","celles sur belle mellois en poitou","lomme lille metropole hb",57,40,-17
"TAEUTGL","TOULOUSE FEMININ HANDBALL","VEDEL fabien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",24,25,"rencontre_D2F_1_2324_279.pdf","J9",24,25,"R",-1,-1,0,1,0,"F",0,0,"D2","2324","toulouse feminin handball","club athletique beglais",35,53,18
"TAEUTGP","LE POUZIN HB 07","KIEFFER sylvain","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",16,19,"rencontre_D2F_1_2324_283.pdf","J9",16,19,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","le pouzin hb 07","handball clermont auvergne metropole 63",39,54,15
"TAEUTGR","ASUL VAULX EN VELIN","MODENEL sebastien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,23,"rencontre_D2F_1_2324_285.pdf","J10",26,23,"R",1,1,1,0,0,"F",0,1,"D2","2324","asul vaulx en velin","toulouse feminin handball",38,35,-3
"TAEUTGT","HAVRE ATHLETIC CLUB HB","PELLAN stephane","LOMME LILLE METROPOLE HB","WORM laurent",30,29,"rencontre_D2F_1_2324_287.pdf","J10",29,26,"R",1,1,1,1,0,"F",1,0,"D2","2324","havre athletic club hb","lomme lille metropole hb",42,40,-2
"TAEUTGV","NOISY-LE-GRAND HANDBALL","GHERRAM farid","LE POUZIN HB","KIEFFER sylvain",22,20,"rencontre_D2F_1_2324_289.pdf","J10",22,20,"R",1,1,1,1,0,"F",0,0,"D2","2324","noisy-le-grand handball","le pouzin hb 07",49,39,-10
"TAEUTGZ","LOMME LILLE METROPOLE HB","WORM laurent","ASUL VAULX EN VELIN","MODENEL sebastien",29,26,"rencontre_D2F_1_2324_293.pdf","J11",29,26,"R",1,1,1,0,0,"F",0,0,"D2","2324","lomme lille metropole hb","asul vaulx en velin",40,38,-2
"TAEUTHB","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine","HAVRE ATHLETIC CLUB HB","PELLAN stephane",25,27,"rencontre_D2F_1_2324_295.pdf","J11",24,26,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","bouillargues handball nimes metropole","havre athletic club hb",NA,42,NA
"TAEUTHF","HAVRE ATHLETIC CLUB HB","PELLAN stephane","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",27,26,"rencontre_D2F_1_2324_299.pdf","J12",26,25,"R",1,1,1,0,0,"F",0,0,"D2","2324","havre athletic club hb","handball clermont auvergne metropole 63",42,54,12
"TAEUTHG","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LOMME LILLE METROPOLE HB","WORM laurent",33,33,"rencontre_D2F_1_2324_300.pdf","J12",33,32,"R",1,0,0,1,1,"F",0,0,"D2","2324","toulouse feminin handball","lomme lille metropole hb",35,40,5
"TAEUTHK","ASUL VAULX EN VELIN","MODENEL sebastien","NOISY-LE-GRAND HANDBALL","GHERRAM farid",28,27,"rencontre_D2F_1_2324_304.pdf","J12",27,27,"R",0,1,1,1,1,"F",0,0,"D2","2324","asul vaulx en velin","noisy-le-grand handball",38,49,11
"TAEUTHM","NOISY-LE-GRAND HANDBALL","GHERRAM farid","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",30,33,"rencontre_D2F_1_2324_306.pdf","J13",30,32,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","noisy-le-grand handball","club athletique beglais",49,53,4
"TAEUTHN","HANDBALL CLERMONT AUVERGNE METROPOLE 63","BOUSSUGE pierre-yves","ASUL VAULX EN VELIN","MODENEL sebastien",29,28,"rencontre_D2F_1_2324_307.pdf","J13",29,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","handball clermont auvergne metropole 63","asul vaulx en velin",54,38,-16
"TAEUTHP","LOMME LILLE METROPOLE HB","WORM laurent","LE POUZIN HB","KIEFFER sylvain",29,28,"rencontre_D2F_1_2324_309.pdf","J13",29,28,"R",1,1,1,0,0,"F",0,0,"D2","2324","lomme lille metropole hb","le pouzin hb 07",40,39,-1
"TAEUTHQ","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",31,31,"rencontre_D2F_1_2324_310.pdf","J13",30,31,"R",-1,0,1,0,1,"F",0,0,"D2","2324","stade pessacais union club handball","bouillargues handball nimes metropole",60,NA,NA
"TAEUTHS","LE POUZIN HB 07","KIEFFER sylvain","HAVRE ATHLETIC CLUB HB","PELLAN stephane",28,27,"rencontre_D2F_1_2324_312.pdf","J14",28,26,"R",1,1,1,1,0,"F",0,0,"D2","2324","le pouzin hb 07","havre athletic club hb",39,42,3
"TAEUTHV","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HANDBALL CLERMONT AUVERGNE METROPOLE","BOUSSUGE pierre-yves",16,19,"rencontre_D2F_1_2324_315.pdf","J14",16,18,"R",-1,-1,0,0,1,"F",0,1,"D2","2324","saint gregoire rennes metropole hb","handball clermont auvergne metropole 63",43,54,11
"TAEUTIA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","LE POUZIN HB","KIEFFER sylvain",28,27,"rencontre_D2F_1_2324_320.pdf","J15",28,27,"R",1,1,1,0,0,"F",0,0,"D2","2324","toulouse feminin handball","le pouzin hb 07",35,39,4
"TAEUTIL","LE POUZIN HB 07","KIEFFER sylvain","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",29,29,"rencontre_D2F_1_2324_331.pdf","J16",27,29,"R",-1,0,1,1,1,"F",0,0,"D2","2324","le pouzin hb 07","club athletique beglais",39,53,14
"TAEUTIM","ASUL VAULX EN VELIN","MODENEL sebastien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,26,"rencontre_D2F_1_2324_332.pdf","J16",27,26,"R",1,1,1,1,0,"F",1,0,"D2","2324","asul vaulx en velin","havre athletic club hb",38,42,4
"TAEUTIV","ASUL VAULX EN VELIN","MODENEL sebastien","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",32,29,"rencontre_D2F_1_2324_341.pdf","J18",30,28,"R",1,1,1,0,0,"F",0,0,"D2","2324","asul vaulx en velin","club athletique beglais",38,53,15
"TAEUTIX","LOMME LILLE METROPOLE HB","WORM laurent","TOULOUSE FEMININ HANDBALL","VEDEL fabien",27,28,"rencontre_D2F_1_2324_343.pdf","J18",27,27,"R",0,-1,0,1,0,"F",1,0,"D2","2324","lomme lille metropole hb","toulouse feminin handball",40,35,-5
"TAEUTIY","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",28,29,"rencontre_D2F_1_2324_344.pdf","J18",28,29,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","bouillargues handball nimes mediterranee","saint gregoire rennes metropole hb",41,43,2
"TAEUTJA","NOISY-LE-GRAND HANDBALL","GHERRAM farid","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",30,31,"rencontre_D2F_1_2324_346.pdf","J18",30,31,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","noisy-le-grand handball","handball clermont auvergne metropole 63",49,54,5
